app_id,category_id
9e4748a9-7eda-4814-83b6-0537d44152b1,c3f9db73c29bc33607778f9935c3c4dc
d1476138-a608-4bb9-8d39-b30f3ca7617d,c3f9db73c29bc33607778f9935c3c4dc
d6e49a3c-2f9f-4bfa-8c26-5d024faf2241,c3f9db73c29bc33607778f9935c3c4dc
d6e49a3c-2f9f-4bfa-8c26-5d024faf2241,64430ad2835be8ad60c59e7d44e4b0b1
0ef0087f-3ae5-4dbc-84e0-193b576d82ed,c3f9db73c29bc33607778f9935c3c4dc
0ef0087f-3ae5-4dbc-84e0-193b576d82ed,5eb4e29e50e3f178acc614236ed107f4
c13bfb7f-8b5a-40c6-a338-dbdec5cfd130,c769c2bd15500dd906102d9be97fdceb
6a71634f-f94f-498d-8713-d2b01ca90917,30ea2315e910c5e5335de42d5e87dca5
7aac2a1f-ff03-4f38-aeb7-7619403a6f05,c3f9db73c29bc33607778f9935c3c4dc
6a71634f-f94f-498d-8713-d2b01ca90917,9fe78acd078fc030de72c896adc93a2d
da50f0bf-d116-46a0-b0c1-0d90c05d8ffe,30ea2315e910c5e5335de42d5e87dca5
da50f0bf-d116-46a0-b0c1-0d90c05d8ffe,737ad50051083aa051d127a53b3ac0da
3c89c108-4858-4b07-893a-460ea5a0d91a,bd125b49ce6b0425d29e33cb8b49a496
89735c3c-4d25-40f2-8b54-150f59cfb099,c3f9db73c29bc33607778f9935c3c4dc
3c89c108-4858-4b07-893a-460ea5a0d91a,737ad50051083aa051d127a53b3ac0da
45819275-6f97-44b2-8f8b-6acd585d693d,30a930262efca129caafcd586bc7e6fe
45819275-6f97-44b2-8f8b-6acd585d693d,5eb4e29e50e3f178acc614236ed107f4
81de0a93-e81f-4ac3-88d7-7ff114b6ac15,30ea2315e910c5e5335de42d5e87dca5
81de0a93-e81f-4ac3-88d7-7ff114b6ac15,9fe78acd078fc030de72c896adc93a2d
81de0a93-e81f-4ac3-88d7-7ff114b6ac15,64430ad2835be8ad60c59e7d44e4b0b1
9e6d517f-01ec-42c8-a660-7bef81b741da,5eb4e29e50e3f178acc614236ed107f4
c382563a-9cd7-4b62-ae17-50c4073e47f3,30ea2315e910c5e5335de42d5e87dca5
c382563a-9cd7-4b62-ae17-50c4073e47f3,737ad50051083aa051d127a53b3ac0da
9e6d517f-01ec-42c8-a660-7bef81b741da,26a72de0d02e0e4e5f615332d61a878e
1264971d-c9eb-46ec-8acf-cb5469cae1c1,30a930262efca129caafcd586bc7e6fe
c382563a-9cd7-4b62-ae17-50c4073e47f3,c576a841fd4f333a6f074d68e76a1d37
9e6d517f-01ec-42c8-a660-7bef81b741da,c576a841fd4f333a6f074d68e76a1d37
04aa830a-7517-42fa-be5e-84d449a85f65,c3f9db73c29bc33607778f9935c3c4dc
1264971d-c9eb-46ec-8acf-cb5469cae1c1,5eb4e29e50e3f178acc614236ed107f4
733fd831-b85f-471f-853f-ab43975661c9,c3f9db73c29bc33607778f9935c3c4dc
b37596a5-6aa4-4a4a-8997-b20560a5ef15,c3f9db73c29bc33607778f9935c3c4dc
d07745e1-cbb3-4cbb-b6d8-9316e8319f5f,64430ad2835be8ad60c59e7d44e4b0b1
3f2139a1-1c1d-4c77-8dda-bfd7e6e5bf13,c769c2bd15500dd906102d9be97fdceb
3f2139a1-1c1d-4c77-8dda-bfd7e6e5bf13,c576a841fd4f333a6f074d68e76a1d37
65a1d3c7-f878-4aa7-a28d-82d1897e5cd7,30ea2315e910c5e5335de42d5e87dca5
aad768ae-c00d-4391-8e0c-84694c21ffb2,c769c2bd15500dd906102d9be97fdceb
aad768ae-c00d-4391-8e0c-84694c21ffb2,5eb4e29e50e3f178acc614236ed107f4
aad768ae-c00d-4391-8e0c-84694c21ffb2,64430ad2835be8ad60c59e7d44e4b0b1
7932e175-8298-411e-b0b8-01d36475458b,c3f9db73c29bc33607778f9935c3c4dc
aad768ae-c00d-4391-8e0c-84694c21ffb2,c576a841fd4f333a6f074d68e76a1d37
7932e175-8298-411e-b0b8-01d36475458b,5eb4e29e50e3f178acc614236ed107f4
736907d6-f873-4602-840a-c8f1c4699795,c3f9db73c29bc33607778f9935c3c4dc
9dfa400e-36d3-4490-89c9-0699887afe61,30ea2315e910c5e5335de42d5e87dca5
9dfa400e-36d3-4490-89c9-0699887afe61,64430ad2835be8ad60c59e7d44e4b0b1
454cff04-fae8-4495-a166-e52e30d1a434,9fe78acd078fc030de72c896adc93a2d
4916f6be-5727-4105-b992-236cd55e1275,c3f9db73c29bc33607778f9935c3c4dc
8030db15-043e-4665-9714-40274643dfe0,c769c2bd15500dd906102d9be97fdceb
10e221dd-1e58-46f0-b011-6da7acdcd5c6,c3f9db73c29bc33607778f9935c3c4dc
f3ffe5e8-6333-4a5a-a335-4f6ebcaf31b1,c3f9db73c29bc33607778f9935c3c4dc
24b320a6-c19a-44f9-a421-708645d58a65,c769c2bd15500dd906102d9be97fdceb
4916f6be-5727-4105-b992-236cd55e1275,5eb4e29e50e3f178acc614236ed107f4
8030db15-043e-4665-9714-40274643dfe0,737ad50051083aa051d127a53b3ac0da
10e221dd-1e58-46f0-b011-6da7acdcd5c6,30ea2315e910c5e5335de42d5e87dca5
f3ffe5e8-6333-4a5a-a335-4f6ebcaf31b1,5eb4e29e50e3f178acc614236ed107f4
24b320a6-c19a-44f9-a421-708645d58a65,5eb4e29e50e3f178acc614236ed107f4
3c2dcebb-d91c-4a97-9a1f-185fd4c4ebb7,c3f9db73c29bc33607778f9935c3c4dc
24b320a6-c19a-44f9-a421-708645d58a65,c576a841fd4f333a6f074d68e76a1d37
817c7a53-7424-4393-9cd9-b50826538412,bd125b49ce6b0425d29e33cb8b49a496
a54b885f-b7d1-43ad-8012-96c2f145e9fa,c3f9db73c29bc33607778f9935c3c4dc
7278e046-96f5-4863-ac5f-641c9ed52d5f,c769c2bd15500dd906102d9be97fdceb
4d061c79-cd95-417b-b26f-228f180fface,c769c2bd15500dd906102d9be97fdceb
a54b885f-b7d1-43ad-8012-96c2f145e9fa,5eb4e29e50e3f178acc614236ed107f4
7278e046-96f5-4863-ac5f-641c9ed52d5f,5eb4e29e50e3f178acc614236ed107f4
4d061c79-cd95-417b-b26f-228f180fface,737ad50051083aa051d127a53b3ac0da
a83231cd-2ed6-4343-8122-e2ad29d97b6e,c3f9db73c29bc33607778f9935c3c4dc
7278e046-96f5-4863-ac5f-641c9ed52d5f,9fe78acd078fc030de72c896adc93a2d
a83231cd-2ed6-4343-8122-e2ad29d97b6e,c769c2bd15500dd906102d9be97fdceb
06f35f83-c683-4d1a-8b6c-793d6590d4ed,c3f9db73c29bc33607778f9935c3c4dc
8f3ad52d-dfa2-4517-971a-a787066c6a61,5eb4e29e50e3f178acc614236ed107f4
7804efae-a796-462a-892f-5314eb88d0d6,c3f9db73c29bc33607778f9935c3c4dc
a83231cd-2ed6-4343-8122-e2ad29d97b6e,5eb4e29e50e3f178acc614236ed107f4
8f3ad52d-dfa2-4517-971a-a787066c6a61,30ea2315e910c5e5335de42d5e87dca5
7804efae-a796-462a-892f-5314eb88d0d6,c769c2bd15500dd906102d9be97fdceb
746466b9-7883-49ac-812a-ffbbdbd4e490,c3f9db73c29bc33607778f9935c3c4dc
550b7ba5-6bc8-4017-b716-e56220cb16cb,64430ad2835be8ad60c59e7d44e4b0b1
36143323-efe7-42e6-bd59-256c35c0d742,9fe78acd078fc030de72c896adc93a2d
0355b257-d3d5-499c-83dc-6c33e044296a,5eb4e29e50e3f178acc614236ed107f4
0355b257-d3d5-499c-83dc-6c33e044296a,30ea2315e910c5e5335de42d5e87dca5
0355b257-d3d5-499c-83dc-6c33e044296a,9fe78acd078fc030de72c896adc93a2d
b24589d8-913f-45ba-bc4a-20f6f0c37bba,c3f9db73c29bc33607778f9935c3c4dc
2d762af3-1943-4611-9c1e-9d38112e65bf,30ea2315e910c5e5335de42d5e87dca5
f8cbf3fe-71ce-472f-8d77-ec39e6a2c0fa,c3f9db73c29bc33607778f9935c3c4dc
a55379b9-4963-47c3-a10e-ea2d1f7cd42c,c3f9db73c29bc33607778f9935c3c4dc
f8cbf3fe-71ce-472f-8d77-ec39e6a2c0fa,30ea2315e910c5e5335de42d5e87dca5
a55379b9-4963-47c3-a10e-ea2d1f7cd42c,c769c2bd15500dd906102d9be97fdceb
f8cbf3fe-71ce-472f-8d77-ec39e6a2c0fa,64430ad2835be8ad60c59e7d44e4b0b1
8ecdfea5-03a0-4ad4-b154-f00f52f42195,c3f9db73c29bc33607778f9935c3c4dc
8a8a7487-5a63-4f95-aff2-5b9f2566a34b,c3f9db73c29bc33607778f9935c3c4dc
a8f92b19-8951-49e3-a4cf-d97fbeaca577,c769c2bd15500dd906102d9be97fdceb
8ecdfea5-03a0-4ad4-b154-f00f52f42195,5eb4e29e50e3f178acc614236ed107f4
f975db77-319b-44e3-80b2-8a0523a80a34,c3f9db73c29bc33607778f9935c3c4dc
f975db77-319b-44e3-80b2-8a0523a80a34,e44cd5379a3166568741a07cc81ef6e5
a8f92b19-8951-49e3-a4cf-d97fbeaca577,5eb4e29e50e3f178acc614236ed107f4
0d128a28-a3d4-49b0-a1de-3aab0677b993,64430ad2835be8ad60c59e7d44e4b0b1
5d60ad72-71a1-448c-bf4e-423ca5ec6c74,e44cd5379a3166568741a07cc81ef6e5
1d12b1c0-db4f-4475-bdbd-b95090737200,c3f9db73c29bc33607778f9935c3c4dc
1a229148-d32c-4ebf-8ec2-dd71a7a8f77b,c3f9db73c29bc33607778f9935c3c4dc
1d12b1c0-db4f-4475-bdbd-b95090737200,c769c2bd15500dd906102d9be97fdceb
b13f9c06-c950-419e-ab51-a8b73cd55738,c3f9db73c29bc33607778f9935c3c4dc
24dcf03c-c60d-4451-b6a8-dea3fd1d9fbf,bd125b49ce6b0425d29e33cb8b49a496
b13f9c06-c950-419e-ab51-a8b73cd55738,5eb4e29e50e3f178acc614236ed107f4
94e77128-9474-4076-b4a1-2ac6b880c8f3,c3f9db73c29bc33607778f9935c3c4dc
9b5ce454-cce6-4012-bd8b-ad90518892bb,30ea2315e910c5e5335de42d5e87dca5
94e77128-9474-4076-b4a1-2ac6b880c8f3,e44cd5379a3166568741a07cc81ef6e5
94d31127-f301-43b1-897b-8b5526c9cb3e,bd125b49ce6b0425d29e33cb8b49a496
1c1578cc-b46d-480c-a5fc-febc48faf9e4,30ea2315e910c5e5335de42d5e87dca5
4ad597b0-5517-43d5-b80c-7262db3f81eb,bd125b49ce6b0425d29e33cb8b49a496
ceccb5e3-1424-4cf0-b6a9-7443410f39ad,c3f9db73c29bc33607778f9935c3c4dc
39fa2c0e-24fe-4824-9fe3-a34f1799b370,30ea2315e910c5e5335de42d5e87dca5
4ad597b0-5517-43d5-b80c-7262db3f81eb,c3f9db73c29bc33607778f9935c3c4dc
ceccb5e3-1424-4cf0-b6a9-7443410f39ad,c769c2bd15500dd906102d9be97fdceb
44ae9d93-8146-479f-bce8-1aa735cbba25,c3f9db73c29bc33607778f9935c3c4dc
3c97f8e6-ae5f-4d19-bfb4-da0f59862f36,c3f9db73c29bc33607778f9935c3c4dc
4ad597b0-5517-43d5-b80c-7262db3f81eb,5eb4e29e50e3f178acc614236ed107f4
44ae9d93-8146-479f-bce8-1aa735cbba25,c769c2bd15500dd906102d9be97fdceb
44ae9d93-8146-479f-bce8-1aa735cbba25,5eb4e29e50e3f178acc614236ed107f4
95ae0379-936a-4fd3-a2f1-c2ae2f2c6fa1,30ea2315e910c5e5335de42d5e87dca5
2640685a-9585-4463-a90c-ea4e892b9de8,c3f9db73c29bc33607778f9935c3c4dc
